text	audience	factual	dependency	count	surfaces	sources	states
Designer suite · 68 sqm · Wanxiang Yueju · Kunming	GUEST	yes	venue / property names (Operations Master Overview)	5	/room?stay=kunming&room=family-suite | /room?stay=kunming&room=italian | /room?stay=kunming&room=light-french | /room?stay=kunming&room=mid-century | /room?stay=kunming&room=solarium	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
A queen and a double in one 68 sq.m. suite on the upper floors, arranged so a family does not have to divide itself between two rooms.	GUEST	no		1	/room?stay=kunming&room=family-suite	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
1 queen bed (1.8m wide) and 1 double bed (1.5m wide)	GUEST	no		2	/room?stay=kunming&room=family-suite | /room?stay=kunming&room=seine	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
2 Adults	GUEST	no		18	/room?stay=kunming&room=family-suite | /room?stay=kunming&room=italian | /room?stay=kunming&room=junting | /room?stay=kunming&room=light-french | /room?stay=kunming&room=mid-century | /room?stay=kunming&room=milano | /room?stay=kunming&room=smart-family | /room?stay=kunming&room=solarium | /room?stay=kunming&room=standard-single | /room?stay=lijiang&room=boundless | /room?stay=lijiang&room=manor-s	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
Floor 15-22	GUEST	no		1	/room?stay=kunming&room=family-suite	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
Audio equipment	GUEST	no		16	/room?stay=kunming&room=family-suite | /room?stay=kunming&room=italian | /room?stay=kunming&room=light-french | /room?stay=kunming&room=mid-century | /room?stay=kunming&room=seine | /room?stay=kunming&room=smart-family | /room?stay=kunming&room=solarium | /room?stay=lijiang&room=boundless | /room?stay=lijiang&room=manor-suite | /room?stay=lijiang&room=private-courtyard-270 | /room?stay=lijiang&roo	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
Smart room controls	GUEST	no		15	/room?stay=kunming&room=family-suite | /room?stay=kunming&room=italian | /room?stay=kunming&room=light-french | /room?stay=kunming&room=mid-century | /room?stay=kunming&room=seine | /room?stay=kunming&room=solarium | /room?stay=lijiang&room=boundless | /room?stay=lijiang&room=manor-suite | /room?stay=lijiang&room=private-courtyard-270 | /room?stay=lijiang&room=private-soup-view | /room?stay=lijian	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
USD 198 total per person	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	2	/room?stay=kunming&room=family-suite | /room?stay=kunming&room=seine	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
USD 66 per person / night × 3 nights	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	2	/room?stay=kunming&room=family-suite | /room?stay=kunming&room=seine	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
SURFACE 039	GUEST	no		1	/room?stay=kunming&room=family-suite	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
[page title] Seine Evening Glow Loft Family Room · Wanxiang Yueju · Kunming · See You In Laos	ACCESSIBILITY	yes	venue / property names (Operations Master Overview)	1	/room?stay=kunming&room=seine	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
[aria-label] Seine Evening Glow Loft Family Room — The living room and stair	ACCESSIBILITY	no		1	/room?stay=kunming&room=seine	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
[aria-label] Seine Evening Glow Loft Family Room — The bedroom	ACCESSIBILITY	no		1	/room?stay=kunming&room=seine	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
[aria-label] Seine Evening Glow Loft Family Room — The sitting corner	ACCESSIBILITY	no		1	/room?stay=kunming&room=seine	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
[aria-label] Seine Evening Glow Loft Family Room — The bathroom	ACCESSIBILITY	no		1	/room?stay=kunming&room=seine	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
[aria-label] Seine Evening Glow Loft Family Room — The kitchen	ACCESSIBILITY	no		1	/room?stay=kunming&room=seine	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
[aria-label] Seine Evening Glow Loft Family Room — Living room and bed	ACCESSIBILITY	no		2	/room?stay=kunming&room=seine	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
The living room and stair	GUEST	no		1	/room?stay=kunming&room=seine	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
Designer loft · 68–70 sqm · Wanxiang Yueju · Kunming	GUEST	yes	venue / property names (Operations Master Overview)	1	/room?stay=kunming&room=seine	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
The Seine Evening Glow loft: a two-storey family room with smart guest controls, a washing machine and the sky-city view the building is known for.	GUEST	no		1	/room?stay=kunming&room=seine	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
68–70 sq.m.	GUEST	no		1	/room?stay=kunming&room=seine	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
Floor 12	GUEST	no		2	/room?stay=kunming&room=mid-century | /room?stay=kunming&room=seine	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
Clothes dryer	GUEST	no		5	/room?stay=kunming&room=junting | /room?stay=kunming&room=light-french | /room?stay=kunming&room=seine | /room?stay=kunming&room=smart-family | /room?stay=kunming&room=solarium	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
Living room and bed	GUEST	no		1	/room?stay=kunming&room=seine	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
SURFACE 040	GUEST	no		1	/room?stay=kunming&room=seine	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
[page title] Smart Family Room · Wanxiang Yueju · Kunming · See You In Laos	ACCESSIBILITY	yes	venue / property names (Operations Master Overview)	1	/room?stay=kunming&room=smart-family	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
[aria-label] Smart Family Room — The stair and window	ACCESSIBILITY	no		1	/room?stay=kunming&room=smart-family	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
[aria-label] Smart Family Room — The living room	ACCESSIBILITY	no		1	/room?stay=kunming&room=smart-family	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
[aria-label] Smart Family Room — The bedroom	ACCESSIBILITY	no		1	/room?stay=kunming&room=smart-family	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
[aria-label] Smart Family Room — The bathroom	ACCESSIBILITY	no		1	/room?stay=kunming&room=smart-family	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
[aria-label] Smart Family Room — The desk at dusk	ACCESSIBILITY	no		1	/room?stay=kunming&room=smart-family	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
[aria-label] Smart Family Room — Wardrobe and laundry	ACCESSIBILITY	no		2	/room?stay=kunming&room=smart-family	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
The stair and window	GUEST	no		1	/room?stay=kunming&room=smart-family	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
A smart family room on a high floor, with its own washing machine and clothes-care corner — plain, quiet and practical.	GUEST	no		1	/room?stay=kunming&room=smart-family	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
Floor 9-24	GUEST	no		1	/room?stay=kunming&room=smart-family	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
Wardrobe and laundry	GUEST	no		1	/room?stay=kunming&room=smart-family	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
USD 165 total per person	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	1	/room?stay=kunming&room=smart-family	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
USD 55 per person / night × 3 nights	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	1	/room?stay=kunming&room=smart-family	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
SURFACE 041	GUEST	no		1	/room?stay=kunming&room=smart-family	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
[page title] Solarium Bath Suite · Wanxiang Yueju · Kunming · See You In Laos	ACCESSIBILITY	yes	venue / property names (Operations Master Overview)	1	/room?stay=kunming&room=solarium	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
[aria-label] Solarium Bath Suite — The living room	ACCESSIBILITY	no		1	/room?stay=kunming&room=solarium	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
[aria-label] Solarium Bath Suite — The bedroom	ACCESSIBILITY	no		1	/room?stay=kunming&room=solarium	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
[aria-label] Solarium Bath Suite — The bathtub and the city	ACCESSIBILITY	no		1	/room?stay=kunming&room=solarium	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
[aria-label] Solarium Bath Suite — The stair and living room	ACCESSIBILITY	no		1	/room?stay=kunming&room=solarium	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
[aria-label] Solarium Bath Suite — Living room from above	ACCESSIBILITY	no		1	/room?stay=kunming&room=solarium	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
[aria-label] Solarium Bath Suite — The lounge	ACCESSIBILITY	no		2	/room?stay=kunming&room=solarium	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
The Solarium Bath Suite is the one with the bathtub set into the light: 68 sq.m. on the fourteenth floor, non-smoking, with the city beyond the glass.	GUEST	no		1	/room?stay=kunming&room=solarium	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
Bathtub	GUEST	no		1	/room?stay=kunming&room=solarium	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
The lounge	GUEST	no		2	/room?stay=kempinski&room=deluxe-balcony-king | /room?stay=kunming&room=solarium	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
USD 162 total per person	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	1	/room?stay=kunming&room=solarium	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
USD 54 per person / night × 3 nights	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	1	/room?stay=kunming&room=solarium	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
SURFACE 042	GUEST	no		1	/room?stay=kunming&room=solarium	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
[page title] Standard Single Room · Wanxiang Yueju · Kunming · See You In Laos	ACCESSIBILITY	yes	venue / property names (Operations Master Overview)	1	/room?stay=kunming&room=standard-single	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
[aria-label] Standard Single Room — The kitchen	ACCESSIBILITY	no		1	/room?stay=kunming&room=standard-single	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
[aria-label] Standard Single Room — The living room	ACCESSIBILITY	no		1	/room?stay=kunming&room=standard-single	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
[aria-label] Standard Single Room — The bathroom	ACCESSIBILITY	no		1	/room?stay=kunming&room=standard-single	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
[aria-label] Standard Single Room — The bedroom	ACCESSIBILITY	no		1	/room?stay=kunming&room=standard-single	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
[aria-label] Standard Single Room — The living room by day	ACCESSIBILITY	no		1	/room?stay=kunming&room=standard-single	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
[aria-label] Standard Single Room — The window at dusk	ACCESSIBILITY	no		2	/room?stay=kunming&room=standard-single	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
The kitchen	GUEST	no		1	/room?stay=kunming&room=standard-single	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
The simplest room in the house is still 68 sq.m. with a balcony — a queen bed, a futon, and the city view every floor here gets.	GUEST	no		1	/room?stay=kunming&room=standard-single	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
The window at dusk	GUEST	no		1	/room?stay=kunming&room=standard-single	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
USD 159 total per person	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	1	/room?stay=kunming&room=standard-single	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
USD 53 per person / night × 3 nights	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	1	/room?stay=kunming&room=standard-single	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
SURFACE 043	GUEST	no		1	/room?stay=kunming&room=standard-single	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
[page title] Junting City-View Loft · Wanxiang Yueju · Kunming · See You In Laos	ACCESSIBILITY	yes	venue / property names (Operations Master Overview)	1	/room?stay=kunming&room=junting	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
[aria-label] Junting City-View Loft — The room	ACCESSIBILITY	no		7	/room?stay=kunming&room=junting	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
Designer loft · 68 sqm · Wanxiang Yueju · Kunming	GUEST	yes	venue / property names (Operations Master Overview)	2	/room?stay=kunming&room=junting | /room?stay=kunming&room=milano	room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em
